1994,4,Billy Blanton,San Diego State,WAC,11,112,178,1586,8.9,9.1,15,6,158.8,40,-118,-3.0
1994,5,Anthoney Hill,Colorado State,WAC,11,154,290,2552,8.8,8.0,16,12,137.0,93,163,1.8
1994,6,Jay Barker,Alabama,SEC,12,139,226,1996,8.8,9.1,14,5,151.7,87,-143,-1.6
1994,7,,Michigan,Big Ten,12,186,288,2518,8.7,8.1,13,10,146.0,53,-43,-0.8
1994,8,Kordell Stewart,Colorado,Big 8,11,147,237,2071,8.7,9.0,10,3,146.8,122,639,5.2
1994,9,Richie Donati,Fresno State,WAC,11,152,263,2254,8.6,7.9,11,9,136.7,33,-67,-2.0
1994,10,Tony Banks,Michigan State,Big Ten,11,145,238,2040,8.6,8.4,11,6,143.1,87,60,0.7
1994,11,Kevin Mason,Syracuse,Big East,11,105,189,1627,8.6,8.0,10,7,137.9,151,380,2.5
1994,12,Steve Stenstrom,Stanford,Pac-10,11,217,333,2822,8.5,8.6,16,6,148.6,56,-108,-1.9
1994,13,Max Knake,Texas Christian,SWC,11,184,316,2624,8.3,8.8,24,7,148.6,27,-84,-3.1
1994,14,Wayne Cook,UCLA,Pac-10,11,179,302,2501,8.3,8.2,15,7,140.6,62,-145,-2.3
1995,1,Danny Wuerffel,Florida,SEC,11,210,325,3266,10.0,10.8,35,10,178.4,46,-141,-3.1
1995,2,,Ohio State,Big Ten,13,211,341,3269,9.6,9.7,29,12,163.4,59,21,0.4
1995,3,Donovan McNabb,Syracuse,Big East,11,128,207,1991,9.6,9.9,16,6,162.3,123,261,2.1
1995,4,Steve Sarkisian,Brigham Young,WAC,11,250,385,3437,8.9,8.3,20,14,149.8,82,-167,-2.0
1995,5,Matt Sherman,Iowa,Big Ten,11,159,271,2411,8.9,7.6,14,14,140.1,50,-145,-2.9
1995,6,Jim Arellanes,Fresno State,WAC,8,102,172,1539,8.9,8.9,13,6,152.4,18,-72,-4.0
1995,7,Mike Maxwell,Nevada,Big West,9,277,409,3611,8.8,8.6,33,17,160.2,34,12,0.4
1995,8,Josh Wallwork,Wyoming,WAC,10,163,271,2363,8.7,8.1,21,13,149.4,49,181,3.7
1995,9,Donald Sellers,New Mexico,WAC,10,121,195,1693,8.7,9.1,11,3,150.5,134,494,3.7
1995,10,Matt Miller,Kansas State,Big 8,11,154,240,2059,8.6,8.4,22,11,157.3,129,309,2.4
1995,11,Billy Blanton,San Diego State,WAC,12,243,389,3300,8.5,8.0,23,14,146.0,69,24,0.3
1995,12,Ron Powlus,Notre Dame,Ind,10,124,217,1853,8.5,8.2,12,7,140.7,58,-34,-0.6
1995,13,Damon Huard,Washington,Pac-10,11,184,287,2415,8.4,8.2,11,6,143.3,61,55,0.9
1995,14,Raymond Philyaw,Louisiana-Monroe,Ind,10,167,320,2627,8.2,8.6,22,7,139.5,49,-43,-0.9
1996,1,Danny Wuerffel,Florida,SEC,12,207,360,3625,10.1,10.6,39,13,170.6,63,-100,-1.6
1996,2,Steve Sarkisian,Brigham Young,WAC,14,278,404,4027,10.0,10.3,33,12,173.6,82,-44,-0.5
1996,3,Billy Blanton,San Diego State,WAC,11,227,344,3221,9.4,10.4,29,5,169.6,70,-60,-0.9
1996,4,Herb Tyler,Louisiana State,SEC,11,109,188,1688,9.0,7.8,7,8,137.2,85,245,2.9
1996,5,Josh Wallwork,Wyoming,WAC,12,286,458,4090,8.9,8.9,33,15,154.7,67,119,1.8
1996,6,Jim Arellanes,Fresno State,WAC,11,173,281,2487,8.9,7.5,13,14,141.2,37,-137,-3.7
1996,7,Peyton Manning,Tennessee,SEC,11,243,380,3287,8.7,8.3,20,12,147.7,42,-131,-3.1
1996,8,Koy Detmer,Colorado,Big 12,11,208,363,3156,8.7,8.4,22,12,143.7,36,-6,-0.2
1996,9,Moses Moreno,Colorado State,WAC,12,193,335,2921,8.7,8.2,18,12,141.4,70,-18,-0.3
1996,10,Matt Sauk,Utah State,Big West,10,154,286,2489,8.7,7.1,8,14,126.4,36,79,2.2
1996,11,Chad Darnell,Central Michigan,MAC,11,189,348,2921,8.4,8.2,22,11,139.4,61,134,2.2
1996,12,Mike Fouts,Utah,WAC,11,177,302,2526,8.4,8.7,21,7,147.2,36,-79,-2.2
1996,13,Ron Powlus,Notre Dame,Ind,11,133,232,1942,8.4,8.6,12,4,141.3,53,8,0.2
1996,14,,California,Pac-10,12,250,420,3499,8.3,9.0,31,8,150.1,86,-83,-1.0
1997,1,,UCLA,Pac-10,12,189,312,3116,10.0,10.7,24,6,166.0,79,26,0.3
1997,2,,Washington State,Pac-10,12,227,410,3968,9.7,10.1,34,11,158.7,82,-48,-0.6
1997,3,John Dutton,Nevada,Big West,11,225,367,3526,9.6,10.0,20,6,156.7,44,-4,-0.1
1997,4,Donovan McNabb,Syracuse,Big East,12,145,265,2488,9.4,9.9,20,6,154.0,110,404,3.7
1997,5,Mike Bobo,Georgia,SEC,12,199,306,2751,9.0,9.1,19,8,155.8,40,-70,-1.8
1997,6,Moses Moreno,Colorado State,WAC,12,157,257,2257,8.8,8.8,20,9,153.5,56,-97,-1.7
1997,7,Brock Huard,Washington,Pac-10,10,146,244,2140,8.8,8.8,23,10,156.4,31,-82,-2.6
1997,8,,Ohio State,Big Ten,13,129,210,1847,8.8,8.4,16,9,151.9,32,-132,-4.1
1997,9,Mike McQueary,Penn State,Big Ten,12,146,255,2211,8.7,8.4,17,9,145.0,53,-27,-0.5
1997,10,Corby Jones,Missouri,Big 12,11,102,191,1658,8.7,8.5,12,6,140.8,183,887,4.8
